Date : 2026-07-30 22:38:47
Directory : d:\SocialNetworkApp\SocialNetworkApp\src
Total : 774 files,  109579 codes, 2194 comments, 13326 blanks, all 125099 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| Presentation\obj\Debug                                                                                                                                             |          5 |         37 |         12 |          8 |         57 |
| Presentation\obj\Debug\net10.0                                                                                                                                     |          5 |         37 |         12 |          8 |         57 |
| Presentation\obj\Release                                                                                                                                           |          4 |         36 |         12 |          8 |         56 |
| Presentation\obj\Release\net10.0                                                                                                                                   |          4 |         36 |         12 |          8 |         56 |
| ReactWeb                                                                                                                                                           |        136 |     30,994 |      1,444 |      2,763 |     35,201 |
| ReactWeb (Files)                                                                                                                                                   |          7 |      4,148 |          0 |         15 |      4,163 |
| ReactWeb\public                                                                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| ReactWeb\src                                                                                                                                                       |        128 |     26,845 |      1,444 |      2,748 |     31,037 |
| ReactWeb\src (Files)                                                                                                                                               |          4 |        144 |          2 |         10 |        156 |
| ReactWeb\src\apis                                                                                                                                                  |         14 |        762 |        377 |        169 |      1,308 |
| ReactWeb\src\assets                                                                                                                                                |          1 |          1 |          0 |          0 |          1 |
| ReactWeb\src\components                                                                                                                                            |         49 |     14,740 |        671 |      1,343 |     16,754 |
| ReactWeb\src\components (Files)                                                                                                                                    |          1 |         17 |          0 |          5 |         22 |
| ReactWeb\src\components\Common                                                                                                                                     |          1 |         87 |         10 |          7 |        104 |
| ReactWeb\src\components\Feed                                                                                                                                       |         10 |      2,715 |        101 |        261 |      3,077 |
| ReactWeb\src\components\Messenger                                                                                                                                  |         15 |      4,669 |        286 |        420 |      5,375 |
| ReactWeb\src\components\Navbar                                                                                                                                     |          2 |        470 |         19 |         41 |        530 |
| ReactWeb\src\components\Profile                                                                                                                                    |          8 |      2,747 |        102 |        255 |      3,104 |
| ReactWeb\src\components\Reels                                                                                                                                      |          3 |        798 |         58 |         70 |        926 |
| ReactWeb\src\components\RightSidebar                                                                                                                               |          1 |        200 |         22 |         21 |        243 |
| ReactWeb\src\components\Sidebar                                                                                                                                    |          1 |        139 |          2 |         17 |        158 |
| ReactWeb\src\components\Story                                                                                                                                      |          3 |        788 |         39 |         89 |        916 |
| ReactWeb\src\components\group                                                                                                                                      |          4 |      2,110 |         32 |        157 |      2,299 |
| ReactWeb\src\contexts                                                                                                                                              |          8 |      2,344 |        140 |        322 |      2,806 |
| ReactWeb\src\data                                                                                                                                                  |          5 |      1,320 |         10 |         31 |      1,361 |
| ReactWeb\src\hooks                                                                                                                                                 |         28 |      2,309 |        124 |        330 |      2,763 |
| ReactWeb\src\pages                                                                                                                                                 |         17 |      5,145 |        120 |        532 |      5,797 |
| ReactWeb\src\utils                                                                                                                                                 |          2 |         80 |          0 |         11 |         91 |
| Web                                                                                                                                                                |         52 |     16,141 |        180 |        309 |     16,630 |
| Web (Files)                                                                                                                                                        |          6 |        354 |         24 |         50 |        428 |
| Web\Logs                                                                                                                                                           |          3 |         47 |          3 |          3 |         53 |
| Web\Properties                                                                                                                                                     |          1 |         23 |          0 |          1 |         24 |
| Web\Views                                                                                                                                                          |         11 |      2,156 |         67 |        137 |      2,360 |
| Web\Views\Admin                                                                                                                                                    |         11 |      2,156 |         67 |        137 |      2,360 |
| Web\Views\Admin (Files)                                                                                                                                            |          7 |      1,706 |         25 |         80 |      1,811 |
| Web\Views\Admin\Shared                                                                                                                                             |          4 |        450 |         42 |         57 |        549 |
| Web\bin                                                                                                                                                            |          9 |      1,880 |          3 |          4 |      1,887 |
| Web\bin\Debug                                                                                                                                                      |          9 |      1,880 |          3 |          4 |      1,887 |
| Web\bin\Debug\net10.0                                                                                                                                              |          9 |      1,880 |          3 |          4 |      1,887 |
| Web\bin\Debug\net10.0 (Files)                                                                                                                                      |          6 |      1,589 |          0 |          3 |      1,592 |
| Web\bin\Debug\net10.0\BuildHost-netcore                                                                                                                            |          2 |        273 |          0 |          0 |        273 |
| Web\bin\Debug\net10.0\Logs                                                                                                                                         |          1 |         18 |          3 |          1 |         22 |
| Web\obj                                                                                                                                                            |         20 |     10,694 |         31 |         29 |     10,754 |
| Web\obj (Files)                                                                                                                                                    |          4 |      7,770 |          0 |          0 |      7,770 |
| Web\obj\Debug                                                                                                                                                      |         16 |      2,924 |         31 |         29 |      2,984 |
| Web\obj\Debug\net10.0                                                                                                                                              |         16 |      2,924 |         31 |         29 |      2,984 |
| Web\wwwroot                                                                                                                                                        |          2 |        987 |         52 |         85 |      1,124 |
| Web\wwwroot\admin                                                                                                                                                  |          2 |        987 |         52 |         85 |      1,124 |
| Web\wwwroot\admin\css                                                                                                                                              |          1 |        884 |         41 |         66 |        991 |
| Web\wwwroot\admin\js                                                                                                                                               |          1 |        103 |         11 |         19 |        133 |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| filename                                                                                                                                                           | language       | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| d:\SocialNetworkApp\SocialNetworkApp\src\.agent.md                                                                                                                 | Markdown       |         28 |          0 |          1 |         29 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\IFeedGenerator.cs                                                                                | C#             |          7 |          0 |          1 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\IFriendGraphService.cs                                                                           | C#             |         15 |          0 |          3 |         18 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\ITokenService.cs                                                                                 | C#             |          8 |          0 |          1 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\IUnitOfWork.cs                                                                                   | C#             |         10 |          0 |          2 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\IUploadService.cs                                                                                | C#             |         11 |          0 |          1 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Messaging\ICommand.cs                                                                            | C#             |         11 |          0 |          2 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Messaging\ICommandHandler.cs                                                                     | C#             |         14 |          0 |          3 |         17 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Messaging\IDomainEventHandler.cs                                                                 | C#             |          9 |          0 |          3 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Messaging\IQuery.cs                                                                              | C#             |          8 |          0 |          2 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Messaging\IQueryHandler.cs                                                                       | C#             |         10 |          0 |          1 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IBirthdayRepository.cs                                                              | C#             |          7 |          0 |          3 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IConversationRepository.cs                                                          | C#             |         44 |         15 |          7 |         66 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IFeedRepository.cs                                                                  | C#             |         10 |          0 |          2 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IFriendRequestRepository.cs                                                         | C#             |         19 |          0 |          8 |         27 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IFriendshipRepository.cs                                                            | C#             |         24 |          0 |          3 |         27 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IGroupReportRepository.cs                                                           | C#             |         13 |          0 |          2 |         15 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IGroupRepository.cs                                                                 | C#             |         16 |          0 |          3 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IMessageRepository.cs                                                               | C#             |         15 |          0 |          2 |         17 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\INotificationRepository.cs                                                          | C#             |         11 |          0 |          3 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IPostRepository.cs                                                                  | C#             |         44 |          0 |          2 |         46 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IReelRepository.cs                                                                  | C#             |         24 |          0 |          2 |         26 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\ISchoolRepository.cs                                                                | C#             |         15 |          0 |          2 |         17 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IStoryRepository.cs                                                                 | C#             |         21 |          0 |          3 |         24 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\IUserRepository.cs                                                                  | C#             |         22 |          0 |          2 |         24 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\Repositories\MessagesAroundResult.cs                                                             | C#             |          7 |          0 |          3 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\SignalR\ICallHubNotifier.cs                                                                      | C#             |          9 |          0 |          2 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\SignalR\IChatHubNotifier.cs                                                                      | C#             |         12 |          0 |          3 |         15 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\SignalR\INotificationHubNotifier.cs                                                              | C#             |          6 |          7 |          2 |         15 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\SignalR\IPresenceTracker.cs                                                                      | C#             |         14 |          0 |          2 |         16 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Abstractions\UploadedVideoResult.cs                                                                           | C#             |          7 |          0 |          1 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Application.csproj                                                                                            | XML            |         28 |          0 |          7 |         35 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Auth\Commands\AdminLogin\AdminLoginCommand.cs                                                                 | C#             |         11 |          5 |          3 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Auth\Commands\AdminLogin\AdminLoginCommandHandler.cs                                                          | C#             |         46 |          0 |          9 |         55 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Auth\Commands\Login\LoginCommand.cs                                                                           | C#             |          5 |          0 |          3 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Auth\Commands\Login\LoginCommandHandler.cs                                                                    | C#             |         30 |          0 |          3 |         33 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Auth\Commands\Register\RegisterCommand.cs                                                                     | C#             |         13 |          0 |          2 |         15 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Auth\Commands\Register\RegisterCommandHandler.cs                                                              | C#             |         73 |          1 |          8 |         82 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Behaviors\ValidationPipelineBehavior.cs                                                                       | C#             |         50 |          0 |         12 |         62 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\AddMemberToConversation\AddMemberToConversationCommand.cs                              | C#             |          7 |          0 |          3 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\AddMemberToConversation\AddMemberToConversationCommandHandler.cs                       | C#             |        102 |          3 |         21 |        126 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\AssignAdminRole\AssignAdminRoleCommand.cs                                              | C#             |          7 |          0 |          3 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\AssignAdminRole\AssignAdminRoleCommandHandler.cs                                       | C#             |         30 |          0 |          7 |         37 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\BlockUser\BlockUserCommand.cs                                                          | C#             |          6 |          0 |          3 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\BlockUser\BlockUserCommandHandler.cs                                                   | C#             |         45 |          0 |         10 |         55 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\CreateConversation\CreateConversationCommand.cs                                        | C#             |          9 |          0 |          2 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\CreateConversation\CreateConversationCommandHandler.cs                                 | C#             |         70 |          0 |         16 |         86 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\KickMemberOut\KickMemberOutCommand.cs                                                  | C#             |          7 |          0 |          3 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\KickMemberOut\KickMemberOutCommandHandler.cs                                           | C#             |         66 |          0 |         12 |         78 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\LeaveConversation\LeaveConversationCommand.cs                                          | C#             |          6 |          0 |          3 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\LeaveConversation\LeaveConversationCommandHandler.cs                                   | C#             |         66 |          0 |         12 |         78 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\RemoveMemberFromConversation\RemoveMemberFromConversationCommand.cs                    | C#             |          6 |          0 |          3 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\RemoveMemberFromConversation\RemoveMemberFromConversationCommandHandler.cs             | C#             |         35 |          0 |         10 |         45 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\RevokeAdminRole\RevokeAdminRoleCommand.cs                                              | C#             |          7 |          0 |          3 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\RevokeAdminRole\RevokeAdminRoleCommandHandler.cs                                       | C#             |         30 |          0 |          7 |         37 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\ToggleNotifications\ToggleNotificationsCommand.cs                                      | C#             |          7 |          0 |          2 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\ToggleNotifications\ToggleNotificationsCommandHandler.cs                               | C#             |         38 |          4 |          8 |         50 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\UnblockUser\UnblockUserCommand.cs                                                      | C#             |          6 |          0 |          3 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\UnblockUser\UnblockUserCommandHandler.cs                                               | C#             |         40 |          0 |          9 |         49 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\UpdateConversation\UpdateConversationCommand.cs                                        | C#             |         10 |          0 |          3 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\UpdateConversation\UpdateConversationCommandHandler.cs                                 | C#             |        116 |          0 |         24 |        140 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\UploadConversationImage\UploadConversationImageCommand.cs                              | C#             |          8 |          0 |          3 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Commands\UploadConversationImage\UploadConversationImageCommandHandler.cs                       | C#             |         95 |          0 |         17 |        112 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Queries\GetConversationDetailByUserId\GetConversationDetailByUserIdQuery.cs                     | C#             |          7 |          0 |          2 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Queries\GetConversationDetailByUserId\GetConversationDetailByUserIdQueryHandler.cs              | C#             |         48 |          3 |          8 |         59 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Queries\GetConversationDetail\GetConversationDetailQuery.cs                                     | C#             |          7 |          0 |          1 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Queries\GetConversationDetail\GetConversationDetailQueryHandler.cs                              | C#             |         39 |          0 |          6 |         45 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Queries\GetConversationMembers\GetConversationMembersQuery.cs                                   | C#             |          9 |          0 |          3 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Queries\GetConversationMembers\GetConversationMembersQueryHandler.cs                            | C#             |         36 |          0 |          9 |         45 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Queries\GetConversations\GetConversationsQuery.cs                                               | C#             |         12 |          0 |          2 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Queries\GetConversations\GetConversationsQueryHandler.cs                                        | C#             |         34 |          0 |          6 |         40 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Queries\SearchConversationsAndFriends\SearchConversationsAndFriendsQuery.cs                     | C#             |         11 |          0 |          2 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Conversations\Queries\SearchConversationsAndFriends\SearchConversationsAndFriendsQueryHandler.cs              | C#             |         88 |          6 |         13 |        107 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Conversations\ConversationDetailDto.cs                                                                   | C#             |        109 |          0 |         11 |        120 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Conversations\ConversationSearchResponse.cs                                                              | C#             |         11 |          0 |          2 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Feeds\FeedPostDto.cs                                                                                     | C#             |         13 |          0 |          2 |         15 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Friends\FolloweeResponse.cs                                                                              | C#             |          7 |          0 |          2 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Friends\FriendRequestDto.cs                                                                              | C#             |         15 |          0 |          2 |         17 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Friends\FriendResponse.cs                                                                                | C#             |         11 |          0 |          2 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Groups\GroupCardDto.cs                                                                                   | C#             |         16 |          0 |          3 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Groups\GroupDetailDto.cs                                                                                 | C#             |         19 |          0 |          2 |         21 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Groups\GroupDto.cs                                                                                       | C#             |         12 |          0 |          2 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Groups\GroupInsightsDto.cs                                                                               | C#             |         18 |          0 |          2 |         20 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Groups\GroupJoinRequestDto.cs                                                                            | C#             |         14 |          0 |          2 |         16 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Groups\GroupMemberDto.cs                                                                                 | C#             |         14 |          0 |          2 |         16 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Groups\GroupRuleResponse.cs                                                                              | C#             |          8 |          0 |          1 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Groups\ReportedGroupContentDto.cs                                                                        | C#             |         23 |          0 |          2 |         25 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Messages\AttachmentDto.cs                                                                                | C#             |         23 |          0 |          2 |         25 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Messages\MessageDto.cs                                                                                   | C#             |         74 |          0 |          2 |         76 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Messages\MessageReactionDto.cs                                                                           | C#             |         23 |          0 |          3 |         26 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Messages\MessagesAroundDto.cs                                                                            | C#             |          6 |          0 |          2 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Notifications\NotificationDto.cs                                                                         | C#             |         24 |          0 |          2 |         26 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Posts\PostCommentDto.cs                                                                                  | C#             |         21 |          0 |          2 |         23 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Posts\PostDto.cs                                                                                         | C#             |         34 |          0 |          2 |         36 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Posts\PostMediaDto.cs                                                                                    | C#             |         11 |          0 |          1 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Posts\PostMediaItemDto.cs                                                                                | C#             |         12 |          0 |          1 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Posts\ReactionCountDto.cs                                                                                | C#             |          8 |          0 |          2 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Posts\SavedPostDto.cs                                                                                    | C#             |          8 |          0 |          1 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Posts\TagDto.cs                                                                                          | C#             |          7 |          0 |          1 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Reels\ReelCommentDto.cs                                                                                  | C#             |         18 |          0 |          1 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Reels\ReelDto.cs                                                                                         | C#             |         23 |          0 |          2 |         25 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Schools\SchoolResponse.cs                                                                                | C#             |         15 |          0 |          2 |         17 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Search\GlobalSearchResponse.cs                                                                           | C#             |          7 |          0 |          2 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Search\SearchGroupDto.cs                                                                                 | C#             |         11 |          0 |          2 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Search\SearchPostDto.cs                                                                                  | C#             |         17 |          0 |          2 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Search\SearchReelDto.cs                                                                                  | C#             |         17 |          0 |          2 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Search\SearchUserDto.cs                                                                                  | C#             |         10 |          0 |          1 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Stories\StoryDto.cs                                                                                      | C#             |         23 |          0 |          2 |         25 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Stories\StoryTimelineUserDto.cs                                                                          | C#             |          7 |          0 |          2 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Stories\StoryTimelineUserPageItem.cs                                                                     | C#             |          4 |          0 |          2 |          6 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Users\BirthdayDto.cs                                                                                     | C#             |         10 |          0 |          2 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Users\PersonalInfoResponse.cs                                                                            | C#             |         26 |          0 |          2 |         28 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Users\TaggableUserDto.cs                                                                                 | C#             |          8 |          0 |          1 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Users\UserFriendRequestDto.cs                                                                            | C#             |         10 |          0 |          2 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DTOs\Users\UserHoverCardResponse.cs                                                                           | C#             |         16 |          0 |          3 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\DependencyInjection.cs                                                                                        | C#             |         13 |          0 |          1 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\AcceptFriendRequest\AcceptFriendRequestCommand.cs                                             | C#             |          6 |          0 |          2 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\AcceptFriendRequest\AcceptFriendRequestCommandHandler.cs                                      | C#             |         79 |          8 |         15 |        102 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\CancelFriendRequest\CancelFriendRequestCommand.cs                                             | C#             |          6 |          0 |          3 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\CancelFriendRequest\CancelFriendRequestCommandHandler.cs                                      | C#             |         37 |          0 |          8 |         45 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\RejectFriendRequest\RejectFriendRequestCommand.cs                                             | C#             |          6 |          0 |          3 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\RejectFriendRequest\RejectFriendRequestCommandHandler.cs                                      | C#             |         54 |          4 |         13 |         71 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\SendFriendRequest\SendFriendRequestCommand.cs                                                 | C#             |          6 |          0 |          2 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\SendFriendRequest\SendFriendRequestCommandHandler.cs                                          | C#             |         73 |          6 |         12 |         91 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\SyncAllFriends\SyncAllFriendsCommand.cs                                                       | C#             |          5 |          0 |          2 |          7 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\SyncAllFriends\SyncAllFriendsCommandHandler.cs                                                | C#             |         66 |          0 |          6 |         72 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\Unfriend\UnfriendCommand.cs                                                                   | C#             |          6 |          0 |          3 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Commands\Unfriend\UnfriendCommandHandler.cs                                                            | C#             |         63 |          5 |         13 |         81 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Events\FriendRequestCreated\FriendRequestCreatedDomainEventHandler.cs                                  | C#             |         77 |          0 |         12 |         89 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Events\FriendshipCreated\FriendshipCreatedDomainEventHandler.cs                                        | C#             |         86 |          0 |         12 |         98 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Events\Unfriended\UnfriendedDomainEventHandler.cs                                                      | C#             |         45 |          0 |          6 |         51 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Queries\GetFollowees\GetFolloweesQuery.cs                                                              | C#             |          4 |          0 |          3 |          7 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Queries\GetFollowees\GetFolloweesQueryHandler.cs                                                       | C#             |         38 |          0 |          8 |         46 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Queries\GetFriendRecommendations\GetFriendRecommendationsQuery.cs                                      | C#             |          7 |          0 |          2 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Queries\GetFriendRecommendations\GetFriendRecommendationsQueryHandler.cs                               | C#             |         23 |          0 |          4 |         27 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Queries\GetFriends\GetFriendsQuery.cs                                                                  | C#             |          6 |          0 |          3 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Queries\GetFriends\GetFriendsQueryHandler.cs                                                           | C#             |         39 |          0 |          9 |         48 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Friend\Queries\GetIncomingFriendRequests\GetIncomingFriendRequestsQuery.cs                                    | C#             |         10 |          0 |          2 |         12 |
